"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate
	"Lip"	"20010"	"Indiana"	"18"	"2014"	"2014"	47	6596019	0.6
	"Lip"	"20010"	"Iowa"	"19"	"2014"	"2014"	56	3110643	1.4
	"Lip"	"20010"	"Kansas"	"20"	"2014"	"2014"	28	2901861	0.8
	"Lip"	"20010"	"Kentucky"	"21"	"2014"	"2014"	62	4416992	1.2
	"Lip"	"20010"	"Louisiana"	"22"	"2014"	"2014"	52	4645938	1.0
	"Lip"	"20010"	"Massachusetts"	"25"	"2014"	"2014"	34	6764864	0.4
	"Lip"	"20010"	"Michigan"	"26"	"2014"	"2014"	50	9932033	0.4
	"Lip"	"20010"	"Minnesota"	"27"	"2014"	"2014"	57	5452665	0.9
	"Lip"	"20010"	"Missouri"	"29"	"2014"	"2014"	35	6059130	0.5
	"Lip"	"20010"	"Montana"	"30"	"2014"	"2014"	17	1022657	1.2
	"Lip"	"20010"	"Nebraska"	"31"	"2014"	"2014"	32	1879955	1.5
	"Lip"	"20010"	"Nevada"	"32"	"2014"	"2014"	30	2818935	1.0
	"Lip"	"20010"	"New Jersey"	"34"	"2014"	"2014"	35	8867277	0.3
	"Lip"	"20010"	"New York"	"36"	"2014"	"2014"	104	19653431	0.4
	"Lip"	"20010"	"North Carolina"	"37"	"2014"	"2014"	53	9937295	0.5
	"Lip"	"20010"	"North Dakota"	"38"	"2014"	"2014"	18	738736	2.1
	"Lip"	"20010"	"Ohio"	"39"	"2014"	"2014"	43	11606573	0.3
	"Lip"	"20010"	"Oklahoma"	"40"	"2014"	"2014"	54	3879187	1.2
	"Lip"	"20010"	"Oregon"	"41"	"2014"	"2014"	32	3965447	0.7
	"Lip"	"20010"	"Pennsylvania"	"42"	"2014"	"2014"	96	12792392	0.6
	"Lip"	"20010"	"South Dakota"	"46"	"2014"	"2014"	29	849670	2.9
	"Lip"	"20010"	"Tennessee"	"47"	"2014"	"2014"	45	6544617	0.6
	"Lip"	"20010"	"Texas"	"48"	"2014"	"2014"	86	26963092	0.3
	"Lip"	"20010"	"Utah"	"49"	"2014"	"2014"	31	2938327	1.3
	"Lip"	"20010"	"Virginia"	"51"	"2014"	"2014"	32	8315430	0.3
	"Lip"	"20010"	"Washington"	"53"	"2014"	"2014"	78	7057531	1.0
	"Lip"	"20010"	"West Virginia"	"54"	"2014"	"2014"	20	1850569	0.8
	"Lip"	"20010"	"Wisconsin"	"55"	"2014"	"2014"	56	5753199	0.8
	"Tongue"	"20020"	"Alabama"	"01"	"2014"	"2014"	204	4843737	3.5
	"Tongue"	"20020"	"Alaska"	"02"	"2014"	"2014"	24	737075	2.8
	"Tongue"	"20020"	"Arizona"	"04"	"2014"	"2014"	283	6732873	3.4
	"Tongue"	"20020"	"Arkansas"	"05"	"2014"	"2014"	149	2968759	4.2
	"Tongue"	"20020"	"California"	"06"	"2014"	"2014"	1414	38586706	3.3
	"Tongue"	"20020"	"Colorado"	"08"	"2014"	"2014"	193	5352637	3.2
	"Tongue"	"20020"	"Connecticut"	"09"	"2014"	"2014"	174	3595697	3.8
	"Tongue"	"20020"	"Delaware"	"10"	"2014"	"2014"	40	933131	3.5
	"Tongue"	"20020"	"District of Columbia"	"11"	"2014"	"2014"	22	663603	3.4
	"Tongue"	"20020"	"Florida"	"12"	"2014"	"2014"	1213	19853880	4.5
	"Tongue"	"20020"	"Georgia"	"13"	"2014"	"2014"	439	10071204	4.0
	"Tongue"	"20020"	"Hawaii"	"15"	"2014"	"2014"	80	1415335	4.5
	"Tongue"	"20020"	"Idaho"	"16"	"2014"	"2014"	65	1632248	3.7
	"Tongue"	"20020"	"Illinois"	"17"	"2014"	"2014"	559	12885092	3.7
	"Tongue"	"20020"	"Indiana"	"18"	"2014"	"2014"	281	6596019	3.7
	"Tongue"	"20020"	"Iowa"	"19"	"2014"	"2014"	143	3110643	3.8
	"Tongue"	"20020"	"Kansas"	"20"	"2014"	"2014"	133	2901861	3.9
	"Tongue"	"20020"	"Kentucky"	"21"	"2014"	"2014"	230	4416992	4.3
	"Tongue"	"20020"	"Louisiana"	"22"	"2014"	"2014"	219	4645938	4.1
	"Tongue"	"20020"	"Maine"	"23"	"2014"	"2014"	69	1331217	3.7
	"Tongue"	"20020"	"Maryland"	"24"	"2014"	"2014"	250	5960064	3.5
	"Tongue"	"20020"	"Massachusetts"	"25"	"2014"	"2014"	289	6764864	3.5
	"Tongue"	"20020"	"Michigan"	"26"	"2014"	"2014"	455	9932033	3.7
	"Tongue"	"20020"	"Minnesota"	"27"	"2014"	"2014"	240	5452665	3.7
	"Tongue"	"20020"	"Mississippi"	"28"	"2014"	"2014"	141	2991892	4.0
	"Tongue"	"20020"	"Missouri"	"29"	"2014"	"2014"	274	6059130	3.6
	"Tongue"	"20020"	"Montana"	"30"	"2014"	"2014"	45	1022657	3.5
	"Tongue"	"20020"	"Nebraska"	"31"	"2014"	"2014"	80	1879955	3.7
	"Tongue"	"20020"	"Nevada"	"32"	"2014"	"2014"	132	2818935	3.9
	"Tongue"	"20020"	"New Hampshire"	"33"	"2014"	"2014"	69	1334257	3.9
	"Tongue"	"20020"	"New Jersey"	"34"	"2014"	"2014"	332	8867277	3.1
	"Tongue"	"20020"	"New Mexico"	"35"	"2014"	"2014"	80	2090236	3.2
	"Tongue"	"20020"	"New York"	"36"	"2014"	"2014"	720	19653431	3.1
	"Tongue"	"20020"	"North Carolina"	"37"	"2014"	"2014"	461	9937295	3.9
	"Tongue"	"20020"	"North Dakota"	"38"	"2014"	"2014"	26	738736	2.9
	"Tongue"	"20020"	"Ohio"	"39"	"2014"	"2014"	568	11606573	3.9
	"Tongue"	"20020"	"Oklahoma"	"40"	"2014"	"2014"	159	3879187	3.5
	"Tongue"	"20020"	"Oregon"	"41"	"2014"	"2014"	200	3965447	3.9
	"Tongue"	"20020"	"Pennsylvania"	"42"	"2014"	"2014"	613	12792392	3.8
	"Tongue"	"20020"	"Rhode Island"	"44"	"2014"	"2014"	50	1056511	3.7
	"Tongue"	"20020"	"South Carolina"	"45"	"2014"	"2014"	214	4826858	3.6
	"Tongue"	"20020"	"South Dakota"	"46"	"2014"	"2014"	33	849670	3.4
	"Tongue"	"20020"	"Tennessee"	"47"	"2014"	"2014"	314	6544617	3.9
	"Tongue"	"20020"	"Texas"	"48"	"2014"	"2014"	981	26963092	3.5
	"Tongue"	"20020"	"Utah"	"49"	"2014"	"2014"	69	2938327	2.7
	"Tongue"	"20020"	"Vermont"	"50"	"2014"	"2014"	36	625693	4.3
	"Tongue"	"20020"	"Virginia"	"51"	"2014"	"2014"	357	8315430	3.7
	"Tongue"	"20020"	"Washington"	"53"	"2014"	"2014"	345	7057531	4.1
	"Tongue"	"20020"	"West Virginia"	"54"	"2014"	"2014"	114	1850569	4.6
	"Tongue"	"20020"	"Wisconsin"	"55"	"2014"	"2014"	291	5753199	4.1
	"Tongue"	"20020"	"Wyoming"	"56"	"2014"	"2014"	16	583159	2.2
	"Salivary Gland"	"20030"	"Alabama"	"01"	"2014"	"2014"	85	4843737	1.5
	"Salivary Gland"	"20030"	"Arizona"	"04"	"2014"	"2014"	89	6732873	1.2
	"Salivary Gland"	"20030"	"Arkansas"	"05"	"2014"	"2014"	57	2968759	1.7
	"Salivary Gland"	"20030"	"California"	"06"	"2014"	"2014"	455	38586706	1.1
	"Salivary Gland"	"20030"	"Colorado"	"08"	"2014"	"2014"	73	5352637	1.3
	"Salivary Gland"	"20030"	"Connecticut"	"09"	"2014"	"2014"	48	3595697	1.1
	"Salivary Gland"	"20030"	"Florida"	"12"	"2014"	"2014"	356	19853880	1.3
	"Salivary Gland"	"20030"	"Georgia"	"13"	"2014"	"2014"	156	10071204	1.6
	"Salivary Gland"	"20030"	"Hawaii"	"15"	"2014"	"2014"	22	1415335	1.3
	"Salivary Gland"	"20030"	"Idaho"	"16"	"2014"	"2014"	18	1632248	1.0
	"Salivary Gland"	"20030"	"Illinois"	"17"	"2014"	"2014"	192	12885092	1.3
	"Salivary Gland"	"20030"	"Indiana"	"18"	"2014"	"2014"	99	6596019	1.4
	"Salivary Gland"	"20030"	"Iowa"	"19"	"2014"	"2014"	38	3110643	1.0
	"Salivary Gland"	"20030"	"Kansas"	"20"	"2014"	"2014"	50	2901861	1.5
	"Salivary Gland"	"20030"	"Kentucky"	"21"	"2014"	"2014"	64	4416992	1.3
	"Salivary Gland"	"20030"	"Louisiana"	"22"	"2014"	"2014"	62	4645938	1.2
	"Salivary Gland"	"20030"	"Maine"	"23"	"2014"	"2014"	26	1331217	1.6
	"Salivary Gland"	"20030"	"Maryland"	"24"	"2014"	"2014"	93	5960064	1.4
	"Salivary Gland"	"20030"	"Massachusetts"	"25"	"2014"	"2014"	97	6764864	1.2
	"Salivary Gland"	"20030"	"Michigan"	"26"	"2014"	"2014"	158	9932033	1.4
	"Salivary Gland"	"20030"	"Minnesota"	"27"	"2014"	"2014"	75	5452665	1.2
	"Salivary Gland"	"20030"	"Mississippi"	"28"	"2014"	"2014"	48	2991892	1.5
	"Salivary Gland"	"20030"	"Missouri"	"29"	"2014"	"2014"	81	6059130	1.1
	"Salivary Gland"	"20030"	"Nebraska"	"31"	"2014"	"2014"	31	1879955	1.5
	"Salivary Gland"	"20030"	"Nevada"	"32"	"2014"	"2014"	34	2818935	1.1
	"Salivary Gland"	"20030"	"New Jersey"	"34"	"2014"	"2014"	167	8867277	1.6
	"Salivary Gland"	"20030"	"New Mexico"	"35"	"2014"	"2014"	32	2090236	1.3
	"Salivary Gland"	"20030"	"New York"	"36"	"2014"	"2014"	324	19653431	1.5
	"Salivary Gland"	"20030"	"North Carolina"	"37"	"2014"	"2014"	135	9937295	1.2
	"Salivary Gland"	"20030"	"Ohio"	"39"	"2014"	"2014"	173	11606573	1.3
	"Salivary Gland"	"20030"	"Oklahoma"	"40"	"2014"	"2014"	64	3879187	1.5
	"Salivary Gland"	"20030"	"Oregon"	"41"	"2014"	"2014"	59	3965447	1.3
	"Salivary Gland"	"20030"	"Pennsylvania"	"42"	"2014"	"2014"	212	12792392	1.3
	"Salivary Gland"	"20030"	"Rhode Island"	"44"	"2014"	"2014"	17	1056511	1.3
	"Salivary Gland"	"20030"	"South Carolina"	"45"	"2014"	"2014"	64	4826858	1.2
	"Salivary Gland"	"20030"	"Tennessee"	"47"	"2014"	"2014"	93	6544617	1.2
	"Salivary Gland"	"20030"	"Texas"	"48"	"2014"	"2014"	361	26963092	1.4
	"Salivary Gland"	"20030"	"Utah"	"49"	"2014"	"2014"	25	2938327	1.0
	"Salivary Gland"	"20030"	"Virginia"	"51"	"2014"	"2014"	106	8315430	1.2
	"Salivary Gland"	"20030"	"Washington"	"53"	"2014"	"2014"	87	7057531	1.2
	"Salivary Gland"	"20030"	"West Virginia"	"54"	"2014"	"2014"	30	1850569	1.3
	"Salivary Gland"	"20030"	"Wisconsin"	"55"	"2014"	"2014"	107	5753199	1.5
	"Floor of Mouth"	"20040"	"Alabama"	"01"	"2014"	"2014"	24	4843737	0.4
	"Floor of Mouth"	"20040"	"Arizona"	"04"	"2014"	"2014"	27	6732873	0.3
	"Floor of Mouth"	"20040"	"Arkansas"	"05"	"2014"	"2014"	22	2968759	0.6
	"Floor of Mouth"	"20040"	"California"	"06"	"2014"	"2014"	164	38586706	0.4
	"Floor of Mouth"	"20040"	"Colorado"	"08"	"2014"	"2014"	26	5352637	0.4
	"Floor of Mouth"	"20040"	"Connecticut"	"09"	"2014"	"2014"	25	3595697	0.5
	"Floor of Mouth"	"20040"	"Florida"	"12"	"2014"	"2014"	183	19853880	0.7
	"Floor of Mouth"	"20040"	"Georgia"	"13"	"2014"	"2014"	60	10071204	0.5
	"Floor of Mouth"	"20040"	"Illinois"	"17"	"2014"	"2014"	82	12885092	0.5
	"Floor of Mouth"	"20040"	"Indiana"	"18"	"2014"	"2014"	53	6596019	0.7
	"Floor of Mouth"	"20040"	"Iowa"	"19"	"2014"	"2014"	17	3110643	0.5
	"Floor of Mouth"	"20040"	"Kansas"	"20"	"2014"	"2014"	19	2901861	0.5
	"Floor of Mouth"	"20040"	"Kentucky"	"21"	"2014"	"2014"	37	4416992	0.7
	"Floor of Mouth"	"20040"	"Louisiana"	"22"	"2014"	"2014"	39	4645938	0.7
	"Floor of Mouth"	"20040"	"Maryland"	"24"	"2014"	"2014"	25	5960064	0.4
	"Floor of Mouth"	"20040"	"Massachusetts"	"25"	"2014"	"2014"	60	6764864	0.7
	"Floor of Mouth"	"20040"	"Michigan"	"26"	"2014"	"2014"	67	9932033	0.5
	"Floor of Mouth"	"20040"	"Minnesota"	"27"	"2014"	"2014"	36	5452665	0.6
	"Floor of Mouth"	"20040"	"Mississippi"	"28"	"2014"	"2014"	21	2991892	0.6
	"Floor of Mouth"	"20040"	"Missouri"	"29"	"2014"	"2014"	41	6059130	0.5
	"Floor of Mouth"	"20040"	"New Jersey"	"34"	"2014"	"2014"	30	8867277	0.3
	"Floor of Mouth"	"20040"	"New York"	"36"	"2014"	"2014"	117	19653431	0.5
	"Floor of Mouth"	"20040"	"North Carolina"	"37"	"2014"	"2014"	72	9937295	0.6
	"Floor of Mouth"	"20040"	"Ohio"	"39"	"2014"	"2014"	76	11606573	0.5
	"Floor of Mouth"	"20040"	"Oklahoma"	"40"	"2014"	"2014"	21	3879187	0.5
	"Floor of Mouth"	"20040"	"Oregon"	"41"	"2014"	"2014"	27	3965447	0.5
	"Floor of Mouth"	"20040"	"Pennsylvania"	"42"	"2014"	"2014"	96	12792392	0.6
	"Floor of Mouth"	"20040"	"South Carolina"	"45"	"2014"	"2014"	41	4826858	0.7
	"Floor of Mouth"	"20040"	"Tennessee"	"47"	"2014"	"2014"	44	6544617	0.6
	"Floor of Mouth"	"20040"	"Texas"	"48"	"2014"	"2014"	129	26963092	0.5
	"Floor of Mouth"	"20040"	"Virginia"	"51"	"2014"	"2014"	52	8315430	0.5
	"Floor of Mouth"	"20040"	"Washington"	"53"	"2014"	"2014"	53	7057531	0.6
	"Floor of Mouth"	"20040"	"West Virginia"	"54"	"2014"	"2014"	19	1850569	0.8
	"Floor of Mouth"	"20040"	"Wisconsin"	"55"	"2014"	"2014"	51	5753199	0.7
	"Gum and Other Mouth"	"20050"	"Alabama"	"01"	"2014"	"2014"	92	4843737	1.5
	"Gum and Other Mouth"	"20050"	"Arizona"	"04"	"2014"	"2014"	89	6732873	1.1
	"Gum and Other Mouth"	"20050"	"Arkansas"	"05"	"2014"	"2014"	65	2968759	1.8
	"Gum and Other Mouth"	"20050"	"California"	"06"	"2014"	"2014"	523	38586706	1.3
	"Gum and Other Mouth"	"20050"	"Colorado"	"08"	"2014"	"2014"	63	5352637	1.1
	"Gum and Other Mouth"	"20050"	"Connecticut"	"09"	"2014"	"2014"	95	3595697	2.1
	"Gum and Other Mouth"	"20050"	"Delaware"	"10"	"2014"	"2014"	28	933131	2.3
	"Gum and Other Mouth"	"20050"	"Florida"	"12"	"2014"	"2014"	419	19853880	1.5
	"Gum and Other Mouth"	"20050"	"Georgia"	"13"	"2014"	"2014"	186	10071204	1.8
	"Gum and Other Mouth"	"20050"	"Hawaii"	"15"	"2014"	"2014"	32	1415335	1.9
	"Gum and Other Mouth"	"20050"	"Idaho"	"16"	"2014"	"2014"	24	1632248	1.4
	"Gum and Other Mouth"	"20050"	"Illinois"	"17"	"2014"	"2014"	256	12885092	1.7
	"Gum and Other Mouth"	"20050"	"Indiana"	"18"	"2014"	"2014"	114	6596019	1.5
	"Gum and Other Mouth"	"20050"	"Iowa"	"19"	"2014"	"2014"	69	3110643	1.8
