"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate
	"Oral Cavity and Pharynx"	"20010-20100"	"New Hampshire"	"33"	"2016"	"2016"	228	1343694	12.3
	"Oral Cavity and Pharynx"	"20010-20100"	"New Jersey"	"34"	"2016"	"2016"	1231	8873584	11.0
	"Oral Cavity and Pharynx"	"20010-20100"	"New Mexico"	"35"	"2016"	"2016"	232	2092555	9.0
	"Oral Cavity and Pharynx"	"20010-20100"	"New York"	"36"	"2016"	"2016"	2797	19636391	11.6
	"Oral Cavity and Pharynx"	"20010-20100"	"North Carolina"	"37"	"2016"	"2016"	1567	10161802	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"North Dakota"	"38"	"2016"	"2016"	131	756114	15.6
	"Oral Cavity and Pharynx"	"20010-20100"	"Ohio"	"39"	"2016"	"2016"	1773	11640060	12.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Oklahoma"	"40"	"2016"	"2016"	564	3928143	12.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Oregon"	"41"	"2016"	"2016"	649	4093271	12.5
	"Oral Cavity and Pharynx"	"20010-20100"	"Pennsylvania"	"42"	"2016"	"2016"	2063	12788468	12.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Rhode Island"	"44"	"2016"	"2016"	149	1057816	10.6
	"Oral Cavity and Pharynx"	"20010-20100"	"South Carolina"	"45"	"2016"	"2016"	800	4963031	12.6
	"Oral Cavity and Pharynx"	"20010-20100"	"South Dakota"	"46"	"2016"	"2016"	136	863693	13.1
	"Oral Cavity and Pharynx"	"20010-20100"	"Tennessee"	"47"	"2016"	"2016"	1092	6651277	13.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Texas"	"48"	"2016"	"2016"	3265	27914064	11.4
	"Oral Cavity and Pharynx"	"20010-20100"	"Utah"	"49"	"2016"	"2016"	296	3044241	11.0
	"Oral Cavity and Pharynx"	"20010-20100"	"Vermont"	"50"	"2016"	"2016"	86	624366	10.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Virginia"	"51"	"2016"	"2016"	1187	8417651	11.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Washington"	"53"	"2016"	"2016"	1087	7299961	12.7
	"Oral Cavity and Pharynx"	"20010-20100"	"West Virginia"	"54"	"2016"	"2016"	349	1832435	14.2
	"Oral Cavity and Pharynx"	"20010-20100"	"Wisconsin"	"55"	"2016"	"2016"	863	5775170	11.8
	"Oral Cavity and Pharynx"	"20010-20100"	"Wyoming"	"56"	"2016"	"2016"	84	585243	11.6
	"Lip"	"20010"	"Alabama"	"01"	"2016"	"2016"	54	4866824	0.9
	"Lip"	"20010"	"Arizona"	"04"	"2016"	"2016"	18	6944767	0.2
	"Lip"	"20010"	"Arkansas"	"05"	"2016"	"2016"	19	2991815	0.5
	"Lip"	"20010"	"California"	"06"	"2016"	"2016"	268	39149186	0.6
	"Lip"	"20010"	"Colorado"	"08"	"2016"	"2016"	37	5543844	0.6
	"Lip"	"20010"	"Florida"	"12"	"2016"	"2016"	68	20627237	0.2
	"Lip"	"20010"	"Georgia"	"13"	"2016"	"2016"	44	10308442	0.4
	"Lip"	"20010"	"Idaho"	"16"	"2016"	"2016"	42	1684036	2.1
	"Lip"	"20010"	"Illinois"	"17"	"2016"	"2016"	73	12821709	0.5
	"Lip"	"20010"	"Indiana"	"18"	"2016"	"2016"	34	6637898	0.5
	"Lip"	"20010"	"Iowa"	"19"	"2016"	"2016"	52	3133210	1.3
	"Lip"	"20010"	"Kansas"	"20"	"2016"	"2016"	23	2912977	0.6
	"Lip"	"20010"	"Kentucky"	"21"	"2016"	"2016"	52	4440306	1.0
	"Lip"	"20010"	"Louisiana"	"22"	"2016"	"2016"	26	4681346	0.5
	"Lip"	"20010"	"Maine"	"23"	"2016"	"2016"	19	1332348	1.0
	"Lip"	"20010"	"Maryland"	"24"	"2016"	"2016"	24	6007014	0.3
	"Lip"	"20010"	"Massachusetts"	"25"	"2016"	"2016"	27	6827280	0.3
	"Lip"	"20010"	"Michigan"	"26"	"2016"	"2016"	54	9954117	0.4
	"Lip"	"20010"	"Minnesota"	"27"	"2016"	"2016"	71	5525360	1.1
	"Lip"	"20010"	"Missouri"	"29"	"2016"	"2016"	32	6091384	0.4
	"Lip"	"20010"	"Nebraska"	"31"	"2016"	"2016"	21	1906483	0.9
	"Lip"	"20010"	"Nevada"	"32"	"2016"	"2016"	22	2919555	0.6
	"Lip"	"20010"	"New Jersey"	"34"	"2016"	"2016"	31	8873584	0.3
	"Lip"	"20010"	"New York"	"36"	"2016"	"2016"	104	19636391	0.4
	"Lip"	"20010"	"North Carolina"	"37"	"2016"	"2016"	40	10161802	0.3
	"Lip"	"20010"	"North Dakota"	"38"	"2016"	"2016"	27	756114	3.1
	"Lip"	"20010"	"Ohio"	"39"	"2016"	"2016"	34	11640060	0.2
	"Lip"	"20010"	"Oklahoma"	"40"	"2016"	"2016"	60	3928143	1.3
	"Lip"	"20010"	"Oregon"	"41"	"2016"	"2016"	38	4093271	0.8
	"Lip"	"20010"	"Pennsylvania"	"42"	"2016"	"2016"	76	12788468	0.4
	"Lip"	"20010"	"South Carolina"	"45"	"2016"	"2016"	19	4963031	0.3
	"Lip"	"20010"	"South Dakota"	"46"	"2016"	"2016"	19	863693	2.0
	"Lip"	"20010"	"Tennessee"	"47"	"2016"	"2016"	40	6651277	0.5
	"Lip"	"20010"	"Texas"	"48"	"2016"	"2016"	106	27914064	0.4
	"Lip"	"20010"	"Utah"	"49"	"2016"	"2016"	32	3044241	1.3
	"Lip"	"20010"	"Virginia"	"51"	"2016"	"2016"	35	8417651	0.4
	"Lip"	"20010"	"Washington"	"53"	"2016"	"2016"	101	7299961	1.2
	"Lip"	"20010"	"West Virginia"	"54"	"2016"	"2016"	16	1832435	0.6
	"Lip"	"20010"	"Wisconsin"	"55"	"2016"	"2016"	44	5775170	0.6
	"Tongue"	"20020"	"Alabama"	"01"	"2016"	"2016"	245	4866824	4.1
	"Tongue"	"20020"	"Alaska"	"02"	"2016"	"2016"	27	742575	3.0
	"Tongue"	"20020"	"Arizona"	"04"	"2016"	"2016"	271	6944767	3.1
	"Tongue"	"20020"	"Arkansas"	"05"	"2016"	"2016"	156	2991815	4.2
	"Tongue"	"20020"	"California"	"06"	"2016"	"2016"	1459	39149186	3.3
	"Tongue"	"20020"	"Colorado"	"08"	"2016"	"2016"	220	5543844	3.5
	"Tongue"	"20020"	"Connecticut"	"09"	"2016"	"2016"	189	3579830	4.0
	"Tongue"	"20020"	"Delaware"	"10"	"2016"	"2016"	47	949989	3.9
	"Tongue"	"20020"	"District of Columbia"	"11"	"2016"	"2016"	22	687576	3.3
	"Tongue"	"20020"	"Florida"	"12"	"2016"	"2016"	1367	20627237	4.8
	"Tongue"	"20020"	"Georgia"	"13"	"2016"	"2016"	420	10308442	3.6
	"Tongue"	"20020"	"Hawaii"	"15"	"2016"	"2016"	83	1428885	4.6
	"Tongue"	"20020"	"Idaho"	"16"	"2016"	"2016"	81	1684036	4.1
	"Tongue"	"20020"	"Illinois"	"17"	"2016"	"2016"	562	12821709	3.7
	"Tongue"	"20020"	"Indiana"	"18"	"2016"	"2016"	340	6637898	4.3
	"Tongue"	"20020"	"Iowa"	"19"	"2016"	"2016"	186	3133210	4.7
	"Tongue"	"20020"	"Kansas"	"20"	"2016"	"2016"	131	2912977	3.8
	"Tongue"	"20020"	"Kentucky"	"21"	"2016"	"2016"	217	4440306	4.0
	"Tongue"	"20020"	"Louisiana"	"22"	"2016"	"2016"	235	4681346	4.3
	"Tongue"	"20020"	"Maine"	"23"	"2016"	"2016"	73	1332348	3.8
	"Tongue"	"20020"	"Maryland"	"24"	"2016"	"2016"	257	6007014	3.5
	"Tongue"	"20020"	"Massachusetts"	"25"	"2016"	"2016"	324	6827280	3.8
	"Tongue"	"20020"	"Michigan"	"26"	"2016"	"2016"	488	9954117	3.9
	"Tongue"	"20020"	"Minnesota"	"27"	"2016"	"2016"	269	5525360	4.0
	"Tongue"	"20020"	"Mississippi"	"28"	"2016"	"2016"	138	2990595	3.9
	"Tongue"	"20020"	"Missouri"	"29"	"2016"	"2016"	307	6091384	4.0
	"Tongue"	"20020"	"Montana"	"30"	"2016"	"2016"	47	1042137	3.4
	"Tongue"	"20020"	"Nebraska"	"31"	"2016"	"2016"	81	1906483	3.7
	"Tongue"	"20020"	"Nevada"	"32"	"2016"	"2016"	123	2919555	3.5
	"Tongue"	"20020"	"New Hampshire"	"33"	"2016"	"2016"	88	1343694	4.7
	"Tongue"	"20020"	"New Jersey"	"34"	"2016"	"2016"	402	8873584	3.5
	"Tongue"	"20020"	"New Mexico"	"35"	"2016"	"2016"	79	2092555	3.0
	"Tongue"	"20020"	"New York"	"36"	"2016"	"2016"	853	19636391	3.5
	"Tongue"	"20020"	"North Carolina"	"37"	"2016"	"2016"	493	10161802	4.0
	"Tongue"	"20020"	"North Dakota"	"38"	"2016"	"2016"	29	756114	3.7
	"Tongue"	"20020"	"Ohio"	"39"	"2016"	"2016"	604	11640060	4.0
	"Tongue"	"20020"	"Oklahoma"	"40"	"2016"	"2016"	171	3928143	3.8
	"Tongue"	"20020"	"Oregon"	"41"	"2016"	"2016"	243	4093271	4.6
	"Tongue"	"20020"	"Pennsylvania"	"42"	"2016"	"2016"	668	12788468	3.9
	"Tongue"	"20020"	"Rhode Island"	"44"	"2016"	"2016"	44	1057816	3.1
	"Tongue"	"20020"	"South Carolina"	"45"	"2016"	"2016"	246	4963031	3.9
	"Tongue"	"20020"	"South Dakota"	"46"	"2016"	"2016"	42	863693	4.1
	"Tongue"	"20020"	"Tennessee"	"47"	"2016"	"2016"	351	6651277	4.2
	"Tongue"	"20020"	"Texas"	"48"	"2016"	"2016"	1024	27914064	3.6
	"Tongue"	"20020"	"Utah"	"49"	"2016"	"2016"	102	3044241	3.6
	"Tongue"	"20020"	"Vermont"	"50"	"2016"	"2016"	20	624366	2.2
	"Tongue"	"20020"	"Virginia"	"51"	"2016"	"2016"	405	8417651	4.0
	"Tongue"	"20020"	"Washington"	"53"	"2016"	"2016"	362	7299961	4.2
	"Tongue"	"20020"	"West Virginia"	"54"	"2016"	"2016"	113	1832435	4.5
	"Tongue"	"20020"	"Wisconsin"	"55"	"2016"	"2016"	257	5775170	3.5
	"Tongue"	"20020"	"Wyoming"	"56"	"2016"	"2016"	26	585243	3.7
	"Salivary Gland"	"20030"	"Alabama"	"01"	"2016"	"2016"	93	4866824	1.6
	"Salivary Gland"	"20030"	"Arizona"	"04"	"2016"	"2016"	80	6944767	1.0
	"Salivary Gland"	"20030"	"Arkansas"	"05"	"2016"	"2016"	49	2991815	1.4
	"Salivary Gland"	"20030"	"California"	"06"	"2016"	"2016"	517	39149186	1.2
	"Salivary Gland"	"20030"	"Colorado"	"08"	"2016"	"2016"	62	5543844	1.1
	"Salivary Gland"	"20030"	"Connecticut"	"09"	"2016"	"2016"	67	3579830	1.6
	"Salivary Gland"	"20030"	"Florida"	"12"	"2016"	"2016"	324	20627237	1.2
	"Salivary Gland"	"20030"	"Georgia"	"13"	"2016"	"2016"	163	10308442	1.5
	"Salivary Gland"	"20030"	"Hawaii"	"15"	"2016"	"2016"	33	1428885	2.0
	"Salivary Gland"	"20030"	"Idaho"	"16"	"2016"	"2016"	32	1684036	1.8
	"Salivary Gland"	"20030"	"Illinois"	"17"	"2016"	"2016"	197	12821709	1.4
	"Salivary Gland"	"20030"	"Indiana"	"18"	"2016"	"2016"	89	6637898	1.2
	"Salivary Gland"	"20030"	"Iowa"	"19"	"2016"	"2016"	56	3133210	1.5
	"Salivary Gland"	"20030"	"Kansas"	"20"	"2016"	"2016"	56	2912977	1.8
	"Salivary Gland"	"20030"	"Kentucky"	"21"	"2016"	"2016"	56	4440306	1.1
	"Salivary Gland"	"20030"	"Louisiana"	"22"	"2016"	"2016"	59	4681346	1.1
	"Salivary Gland"	"20030"	"Maine"	"23"	"2016"	"2016"	16	1332348	0.9
	"Salivary Gland"	"20030"	"Maryland"	"24"	"2016"	"2016"	80	6007014	1.2
	"Salivary Gland"	"20030"	"Massachusetts"	"25"	"2016"	"2016"	116	6827280	1.4
	"Salivary Gland"	"20030"	"Michigan"	"26"	"2016"	"2016"	154	9954117	1.3
	"Salivary Gland"	"20030"	"Minnesota"	"27"	"2016"	"2016"	87	5525360	1.3
	"Salivary Gland"	"20030"	"Mississippi"	"28"	"2016"	"2016"	58	2990595	1.8
	"Salivary Gland"	"20030"	"Missouri"	"29"	"2016"	"2016"	110	6091384	1.6
	"Salivary Gland"	"20030"	"Nebraska"	"31"	"2016"	"2016"	26	1906483	1.1
	"Salivary Gland"	"20030"	"Nevada"	"32"	"2016"	"2016"	26	2919555	0.9
	"Salivary Gland"	"20030"	"New Jersey"	"34"	"2016"	"2016"	139	8873584	1.3
	"Salivary Gland"	"20030"	"New Mexico"	"35"	"2016"	"2016"	25	2092555	1.1
	"Salivary Gland"	"20030"	"New York"	"36"	"2016"	"2016"	330	19636391	1.4
	"Salivary Gland"	"20030"	"North Carolina"	"37"	"2016"	"2016"	148	10161802	1.3
	"Salivary Gland"	"20030"	"Ohio"	"39"	"2016"	"2016"	158	11640060	1.1
	"Salivary Gland"	"20030"	"Oklahoma"	"40"	"2016"	"2016"	57	3928143	1.3
	"Salivary Gland"	"20030"	"Oregon"	"41"	"2016"	"2016"	53	4093271	1.1
	"Salivary Gland"	"20030"	"Pennsylvania"	"42"	"2016"	"2016"	203	12788468	1.3
	"Salivary Gland"	"20030"	"South Carolina"	"45"	"2016"	"2016"	79	4963031	1.3
	"Salivary Gland"	"20030"	"Tennessee"	"47"	"2016"	"2016"	94	6651277	1.3
	"Salivary Gland"	"20030"	"Texas"	"48"	"2016"	"2016"	334	27914064	1.2
	"Salivary Gland"	"20030"	"Utah"	"49"	"2016"	"2016"	30	3044241	1.1
	"Salivary Gland"	"20030"	"Virginia"	"51"	"2016"	"2016"	134	8417651	1.4
	"Salivary Gland"	"20030"	"Washington"	"53"	"2016"	"2016"	99	7299961	1.3
	"Salivary Gland"	"20030"	"West Virginia"	"54"	"2016"	"2016"	25	1832435	1.0
	"Salivary Gland"	"20030"	"Wisconsin"	"55"	"2016"	"2016"	102	5775170	1.5
	"Floor of Mouth"	"20040"	"Alabama"	"01"	"2016"	"2016"	47	4866824	0.8
	"Floor of Mouth"	"20040"	"Arizona"	"04"	"2016"	"2016"	31	6944767	0.3
	"Floor of Mouth"	"20040"	"Arkansas"	"05"	"2016"	"2016"	18	2991815	0.5
	"Floor of Mouth"	"20040"	"California"	"06"	"2016"	"2016"	131	39149186	0.3
	"Floor of Mouth"	"20040"	"Colorado"	"08"	"2016"	"2016"	31	5543844	0.4
	"Floor of Mouth"	"20040"	"Connecticut"	"09"	"2016"	"2016"	24	3579830	0.5
	"Floor of Mouth"	"20040"	"Florida"	"12"	"2016"	"2016"	177	20627237	0.6
	"Floor of Mouth"	"20040"	"Georgia"	"13"	"2016"	"2016"	58	10308442	0.5
	"Floor of Mouth"	"20040"	"Illinois"	"17"	"2016"	"2016"	82	12821709	0.5
	"Floor of Mouth"	"20040"	"Indiana"	"18"	"2016"	"2016"	51	6637898	0.6
	"Floor of Mouth"	"20040"	"Iowa"	"19"	"2016"	"2016"	19	3133210	0.4
	"Floor of Mouth"	"20040"	"Kentucky"	"21"	"2016"	"2016"	32	4440306	0.6
	"Floor of Mouth"	"20040"	"Louisiana"	"22"	"2016"	"2016"	44	4681346	0.8
	"Floor of Mouth"	"20040"	"Maryland"	"24"	"2016"	"2016"	29	6007014	0.4
	"Floor of Mouth"	"20040"	"Massachusetts"	"25"	"2016"	"2016"	57	6827280	0.6
	"Floor of Mouth"	"20040"	"Michigan"	"26"	"2016"	"2016"	72	9954117	0.6
	"Floor of Mouth"	"20040"	"Minnesota"	"27"	"2016"	"2016"	60	5525360	0.9
	"Floor of Mouth"	"20040"	"Mississippi"	"28"	"2016"	"2016"	17	2990595	0.5
	"Floor of Mouth"	"20040"	"Missouri"	"29"	"2016"	"2016"	33	6091384	0.4
	"Floor of Mouth"	"20040"	"Nevada"	"32"	"2016"	"2016"	18	2919555	0.5
	"Floor of Mouth"	"20040"	"New Jersey"	"34"	"2016"	"2016"	58	8873584	0.5
	"Floor of Mouth"	"20040"	"New York"	"36"	"2016"	"2016"	126	19636391	0.5
	"Floor of Mouth"	"20040"	"North Carolina"	"37"	"2016"	"2016"	80	10161802	0.7
	"Floor of Mouth"	"20040"	"Ohio"	"39"	"2016"	"2016"	82	11640060	0.5
	"Floor of Mouth"	"20040"	"Oklahoma"	"40"	"2016"	"2016"	17	3928143	0.4
	"Floor of Mouth"	"20040"	"Oregon"	"41"	"2016"	"2016"	25	4093271	0.4
	"Floor of Mouth"	"20040"	"Pennsylvania"	"42"	"2016"	"2016"	106	12788468	0.6
	"Floor of Mouth"	"20040"	"South Carolina"	"45"	"2016"	"2016"	38	4963031	0.6
	"Floor of Mouth"	"20040"	"Tennessee"	"47"	"2016"	"2016"	47	6651277	0.6
	"Floor of Mouth"	"20040"	"Texas"	"48"	"2016"	"2016"	116	27914064	0.4
	"Floor of Mouth"	"20040"	"Virginia"	"51"	"2016"	"2016"	57	8417651	0.6
	"Floor of Mouth"	"20040"	"Washington"	"53"	"2016"	"2016"	41	7299961	0.5
	"Floor of Mouth"	"20040"	"West Virginia"	"54"	"2016"	"2016"	16	1832435	0.7
	"Floor of Mouth"	"20040"	"Wisconsin"	"55"	"2016"	"2016"	50	5775170	0.7
	"Gum and Other Mouth"	"20050"	"Alabama"	"01"	"2016"	"2016"	97	4866824	1.6
	"Gum and Other Mouth"	"20050"	"Arizona"	"04"	"2016"	"2016"	96	6944767	1.1
	"Gum and Other Mouth"	"20050"	"Arkansas"	"05"	"2016"	"2016"	58	2991815	1.6
	"Gum and Other Mouth"	"20050"	"California"	"06"	"2016"	"2016"	549	39149186	1.3
	"Gum and Other Mouth"	"20050"	"Colorado"	"08"	"2016"	"2016"	81	5543844	1.5
	"Gum and Other Mouth"	"20050"	"Connecticut"	"09"	"2016"	"2016"	79	3579830	1.7
	"Gum and Other Mouth"	"20050"	"Florida"	"12"	"2016"	"2016"	411	20627237	1.4
	"Gum and Other Mouth"	"20050"	"Georgia"	"13"	"2016"	"2016"	206	10308442	1.9
	"Gum and Other Mouth"	"20050"	"Hawaii"	"15"	"2016"	"2016"	36	1428885	2.0
	"Gum and Other Mouth"	"20050"	"Idaho"	"16"	"2016"	"2016"	31	1684036	1.7
	"Gum and Other Mouth"	"20050"	"Illinois"	"17"	"2016"	"2016"	259	12821709	1.7
	"Gum and Other Mouth"	"20050"	"Indiana"	"18"	"2016"	"2016"	147	6637898	1.9
