"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate
	"Lip"	"20010"	"Kentucky"	"21"	"2009"	"2009"	51	4317074	1.1
	"Lip"	"20010"	"Louisiana"	"22"	"2009"	"2009"	36	4491648	0.8
	"Lip"	"20010"	"Massachusetts"	"25"	"2009"	"2009"	24	6517613	0.3
	"Lip"	"20010"	"Michigan"	"26"	"2009"	"2009"	49	9901591	0.4
	"Lip"	"20010"	"Minnesota"	"27"	"2009"	"2009"	73	5281203	1.3
	"Lip"	"20010"	"Mississippi"	"28"	"2009"	"2009"	28	2958774	1.0
	"Lip"	"20010"	"Missouri"	"29"	"2009"	"2009"	43	5961088	0.6
	"Lip"	"20010"	"Nebraska"	"31"	"2009"	"2009"	23	1812683	1.1
	"Lip"	"20010"	"New Jersey"	"34"	"2009"	"2009"	49	8755602	0.5
	"Lip"	"20010"	"New Mexico"	"35"	"2009"	"2009"	17	2036802	0.7
	"Lip"	"20010"	"New York"	"36"	"2009"	"2009"	83	19307066	0.4
	"Lip"	"20010"	"North Carolina"	"37"	"2009"	"2009"	44	9449566	0.4
	"Lip"	"20010"	"Ohio"	"39"	"2009"	"2009"	35	11528896	0.3
	"Lip"	"20010"	"Oklahoma"	"40"	"2009"	"2009"	82	3717572	2.1
	"Lip"	"20010"	"Oregon"	"41"	"2009"	"2009"	27	3808600	0.6
	"Lip"	"20010"	"Pennsylvania"	"42"	"2009"	"2009"	98	12666858	0.6
	"Lip"	"20010"	"South Carolina"	"45"	"2009"	"2009"	17	4589872	0.3
	"Lip"	"20010"	"Tennessee"	"47"	"2009"	"2009"	47	6306019	0.7
	"Lip"	"20010"	"Texas"	"48"	"2009"	"2009"	107	24801761	0.5
	"Lip"	"20010"	"Virginia"	"51"	"2009"	"2009"	33	7925937	0.4
	"Lip"	"20010"	"Washington"	"53"	"2009"	"2009"	59	6667426	0.8
	"Lip"	"20010"	"Wisconsin"	"55"	"2009"	"2009"	40	5669264	0.6
	"Tongue"	"20020"	"Alabama"	"01"	"2009"	"2009"	193	4757938	3.5
	"Tongue"	"20020"	"Alaska"	"02"	"2009"	"2009"	28	698895	3.8
	"Tongue"	"20020"	"Arizona"	"04"	"2009"	"2009"	217	6343154	3.2
	"Tongue"	"20020"	"Arkansas"	"05"	"2009"	"2009"	118	2896843	3.5
	"Tongue"	"20020"	"California"	"06"	"2009"	"2009"	1142	36961229	3.1
	"Tongue"	"20020"	"Colorado"	"08"	"2009"	"2009"	127	4972195	2.4
	"Tongue"	"20020"	"Connecticut"	"09"	"2009"	"2009"	174	3561807	4.2
	"Tongue"	"20020"	"Delaware"	"10"	"2009"	"2009"	46	891730	4.3
	"Tongue"	"20020"	"District of Columbia"	"11"	"2009"	"2009"	19	592228	3.2
	"Tongue"	"20020"	"Florida"	"12"	"2009"	"2009"	920	18652644	3.9
	"Tongue"	"20020"	"Georgia"	"13"	"2009"	"2009"	351	9620846	3.6
	"Tongue"	"20020"	"Hawaii"	"15"	"2009"	"2009"	58	1346717	3.7
	"Tongue"	"20020"	"Idaho"	"16"	"2009"	"2009"	59	1554439	3.7
	"Tongue"	"20020"	"Illinois"	"17"	"2009"	"2009"	432	12796778	3.2
	"Tongue"	"20020"	"Indiana"	"18"	"2009"	"2009"	231	6459325	3.3
	"Tongue"	"20020"	"Iowa"	"19"	"2009"	"2009"	116	3032870	3.2
	"Tongue"	"20020"	"Kansas"	"20"	"2009"	"2009"	102	2832704	3.3
	"Tongue"	"20020"	"Kentucky"	"21"	"2009"	"2009"	185	4317074	3.7
	"Tongue"	"20020"	"Louisiana"	"22"	"2009"	"2009"	184	4491648	3.8
	"Tongue"	"20020"	"Maine"	"23"	"2009"	"2009"	58	1329590	3.4
	"Tongue"	"20020"	"Maryland"	"24"	"2009"	"2009"	208	5730388	3.2
	"Tongue"	"20020"	"Massachusetts"	"25"	"2009"	"2009"	273	6517613	3.7
	"Tongue"	"20020"	"Michigan"	"26"	"2009"	"2009"	392	9901591	3.4
	"Tongue"	"20020"	"Minnesota"	"27"	"2009"	"2009"	190	5281203	3.3
	"Tongue"	"20020"	"Mississippi"	"28"	"2009"	"2009"	105	2958774	3.3
	"Tongue"	"20020"	"Missouri"	"29"	"2009"	"2009"	205	5961088	3.1
	"Tongue"	"20020"	"Montana"	"30"	"2009"	"2009"	41	983982	3.6
	"Tongue"	"20020"	"Nebraska"	"31"	"2009"	"2009"	58	1812683	3.0
	"Tongue"	"20020"	"Nevada"	"32"	"2009"	"2009"	93	2684665	3.3
	"Tongue"	"20020"	"New Hampshire"	"33"	"2009"	"2009"	61	1316102	4.1
	"Tongue"	"20020"	"New Jersey"	"34"	"2009"	"2009"	337	8755602	3.4
	"Tongue"	"20020"	"New Mexico"	"35"	"2009"	"2009"	71	2036802	3.1
	"Tongue"	"20020"	"New York"	"36"	"2009"	"2009"	692	19307066	3.1
	"Tongue"	"20020"	"North Carolina"	"37"	"2009"	"2009"	362	9449566	3.5
	"Tongue"	"20020"	"North Dakota"	"38"	"2009"	"2009"	30	664968	3.7
	"Tongue"	"20020"	"Ohio"	"39"	"2009"	"2009"	422	11528896	3.1
	"Tongue"	"20020"	"Oklahoma"	"40"	"2009"	"2009"	115	3717572	2.8
	"Tongue"	"20020"	"Oregon"	"41"	"2009"	"2009"	136	3808600	3.1
	"Tongue"	"20020"	"Pennsylvania"	"42"	"2009"	"2009"	518	12666858	3.4
	"Tongue"	"20020"	"Rhode Island"	"44"	"2009"	"2009"	41	1053646	3.3
	"Tongue"	"20020"	"South Carolina"	"45"	"2009"	"2009"	180	4589872	3.4
	"Tongue"	"20020"	"South Dakota"	"46"	"2009"	"2009"	29	807067	3.2
	"Tongue"	"20020"	"Tennessee"	"47"	"2009"	"2009"	253	6306019	3.5
	"Tongue"	"20020"	"Texas"	"48"	"2009"	"2009"	763	24801761	3.2
	"Tongue"	"20020"	"Utah"	"49"	"2009"	"2009"	38	2723421	1.7
	"Tongue"	"20020"	"Vermont"	"50"	"2009"	"2009"	30	624817	3.7
	"Tongue"	"20020"	"Virginia"	"51"	"2009"	"2009"	259	7925937	3.0
	"Tongue"	"20020"	"Washington"	"53"	"2009"	"2009"	270	6667426	3.7
	"Tongue"	"20020"	"West Virginia"	"54"	"2009"	"2009"	67	1847775	2.8
	"Tongue"	"20020"	"Wisconsin"	"55"	"2009"	"2009"	209	5669264	3.3
	"Tongue"	"20020"	"Wyoming"	"56"	"2009"	"2009"	19	559851	3.2
	"Salivary Gland"	"20030"	"Alabama"	"01"	"2009"	"2009"	76	4757938	1.5
	"Salivary Gland"	"20030"	"Arizona"	"04"	"2009"	"2009"	76	6343154	1.1
	"Salivary Gland"	"20030"	"Arkansas"	"05"	"2009"	"2009"	45	2896843	1.4
	"Salivary Gland"	"20030"	"California"	"06"	"2009"	"2009"	456	36961229	1.3
	"Salivary Gland"	"20030"	"Colorado"	"08"	"2009"	"2009"	41	4972195	0.9
	"Salivary Gland"	"20030"	"Connecticut"	"09"	"2009"	"2009"	61	3561807	1.5
	"Salivary Gland"	"20030"	"Delaware"	"10"	"2009"	"2009"	19	891730	1.8
	"Salivary Gland"	"20030"	"Florida"	"12"	"2009"	"2009"	305	18652644	1.3
	"Salivary Gland"	"20030"	"Georgia"	"13"	"2009"	"2009"	127	9620846	1.4
	"Salivary Gland"	"20030"	"Hawaii"	"15"	"2009"	"2009"	25	1346717	1.6
	"Salivary Gland"	"20030"	"Idaho"	"16"	"2009"	"2009"	21	1554439	1.3
	"Salivary Gland"	"20030"	"Illinois"	"17"	"2009"	"2009"	179	12796778	1.4
	"Salivary Gland"	"20030"	"Indiana"	"18"	"2009"	"2009"	91	6459325	1.3
	"Salivary Gland"	"20030"	"Iowa"	"19"	"2009"	"2009"	37	3032870	1.0
	"Salivary Gland"	"20030"	"Kansas"	"20"	"2009"	"2009"	39	2832704	1.3
	"Salivary Gland"	"20030"	"Kentucky"	"21"	"2009"	"2009"	45	4317074	0.9
	"Salivary Gland"	"20030"	"Louisiana"	"22"	"2009"	"2009"	49	4491648	1.1
	"Salivary Gland"	"20030"	"Maine"	"23"	"2009"	"2009"	16	1329590	1.1
	"Salivary Gland"	"20030"	"Maryland"	"24"	"2009"	"2009"	75	5730388	1.3
	"Salivary Gland"	"20030"	"Massachusetts"	"25"	"2009"	"2009"	74	6517613	1.0
	"Salivary Gland"	"20030"	"Michigan"	"26"	"2009"	"2009"	129	9901591	1.2
	"Salivary Gland"	"20030"	"Minnesota"	"27"	"2009"	"2009"	76	5281203	1.4
	"Salivary Gland"	"20030"	"Mississippi"	"28"	"2009"	"2009"	45	2958774	1.5
	"Salivary Gland"	"20030"	"Missouri"	"29"	"2009"	"2009"	68	5961088	1.0
	"Salivary Gland"	"20030"	"Nebraska"	"31"	"2009"	"2009"	24	1812683	1.1
	"Salivary Gland"	"20030"	"Nevada"	"32"	"2009"	"2009"	39	2684665	1.5
	"Salivary Gland"	"20030"	"New Jersey"	"34"	"2009"	"2009"	133	8755602	1.4
	"Salivary Gland"	"20030"	"New Mexico"	"35"	"2009"	"2009"	27	2036802	1.3
	"Salivary Gland"	"20030"	"New York"	"36"	"2009"	"2009"	272	19307066	1.3
	"Salivary Gland"	"20030"	"North Carolina"	"37"	"2009"	"2009"	146	9449566	1.5
	"Salivary Gland"	"20030"	"Ohio"	"39"	"2009"	"2009"	169	11528896	1.3
	"Salivary Gland"	"20030"	"Oklahoma"	"40"	"2009"	"2009"	60	3717572	1.5
	"Salivary Gland"	"20030"	"Oregon"	"41"	"2009"	"2009"	57	3808600	1.3
	"Salivary Gland"	"20030"	"Pennsylvania"	"42"	"2009"	"2009"	196	12666858	1.3
	"Salivary Gland"	"20030"	"South Carolina"	"45"	"2009"	"2009"	84	4589872	1.7
	"Salivary Gland"	"20030"	"Tennessee"	"47"	"2009"	"2009"	99	6306019	1.5
	"Salivary Gland"	"20030"	"Texas"	"48"	"2009"	"2009"	301	24801761	1.3
	"Salivary Gland"	"20030"	"Utah"	"49"	"2009"	"2009"	39	2723421	1.8
	"Salivary Gland"	"20030"	"Virginia"	"51"	"2009"	"2009"	81	7925937	1.0
	"Salivary Gland"	"20030"	"Washington"	"53"	"2009"	"2009"	84	6667426	1.2
	"Salivary Gland"	"20030"	"West Virginia"	"54"	"2009"	"2009"	25	1847775	1.1
	"Salivary Gland"	"20030"	"Wisconsin"	"55"	"2009"	"2009"	72	5669264	1.2
	"Floor of Mouth"	"20040"	"Alabama"	"01"	"2009"	"2009"	36	4757938	0.7
	"Floor of Mouth"	"20040"	"Arizona"	"04"	"2009"	"2009"	25	6343154	0.4
	"Floor of Mouth"	"20040"	"Arkansas"	"05"	"2009"	"2009"	23	2896843	0.7
	"Floor of Mouth"	"20040"	"California"	"06"	"2009"	"2009"	176	36961229	0.5
	"Floor of Mouth"	"20040"	"Colorado"	"08"	"2009"	"2009"	21	4972195	0.4
	"Floor of Mouth"	"20040"	"Connecticut"	"09"	"2009"	"2009"	31	3561807	0.7
	"Floor of Mouth"	"20040"	"Florida"	"12"	"2009"	"2009"	174	18652644	0.7
	"Floor of Mouth"	"20040"	"Georgia"	"13"	"2009"	"2009"	55	9620846	0.6
	"Floor of Mouth"	"20040"	"Illinois"	"17"	"2009"	"2009"	105	12796778	0.8
	"Floor of Mouth"	"20040"	"Indiana"	"18"	"2009"	"2009"	43	6459325	0.6
	"Floor of Mouth"	"20040"	"Iowa"	"19"	"2009"	"2009"	26	3032870	0.7
	"Floor of Mouth"	"20040"	"Kansas"	"20"	"2009"	"2009"	17	2832704	0.5
	"Floor of Mouth"	"20040"	"Kentucky"	"21"	"2009"	"2009"	51	4317074	1.0
	"Floor of Mouth"	"20040"	"Louisiana"	"22"	"2009"	"2009"	42	4491648	0.9
	"Floor of Mouth"	"20040"	"Maryland"	"24"	"2009"	"2009"	32	5730388	0.5
	"Floor of Mouth"	"20040"	"Massachusetts"	"25"	"2009"	"2009"	41	6517613	0.5
	"Floor of Mouth"	"20040"	"Michigan"	"26"	"2009"	"2009"	94	9901591	0.8
	"Floor of Mouth"	"20040"	"Minnesota"	"27"	"2009"	"2009"	44	5281203	0.8
	"Floor of Mouth"	"20040"	"Mississippi"	"28"	"2009"	"2009"	25	2958774	0.8
	"Floor of Mouth"	"20040"	"Missouri"	"29"	"2009"	"2009"	50	5961088	0.7
	"Floor of Mouth"	"20040"	"Nevada"	"32"	"2009"	"2009"	16	2684665	0.6
	"Floor of Mouth"	"20040"	"New Jersey"	"34"	"2009"	"2009"	54	8755602	0.5
	"Floor of Mouth"	"20040"	"New York"	"36"	"2009"	"2009"	116	19307066	0.5
	"Floor of Mouth"	"20040"	"North Carolina"	"37"	"2009"	"2009"	76	9449566	0.7
	"Floor of Mouth"	"20040"	"Ohio"	"39"	"2009"	"2009"	67	11528896	0.5
	"Floor of Mouth"	"20040"	"Oklahoma"	"40"	"2009"	"2009"	27	3717572	0.6
	"Floor of Mouth"	"20040"	"Oregon"	"41"	"2009"	"2009"	26	3808600	0.6
	"Floor of Mouth"	"20040"	"Pennsylvania"	"42"	"2009"	"2009"	110	12666858	0.7
	"Floor of Mouth"	"20040"	"South Carolina"	"45"	"2009"	"2009"	42	4589872	0.8
	"Floor of Mouth"	"20040"	"Tennessee"	"47"	"2009"	"2009"	50	6306019	0.7
	"Floor of Mouth"	"20040"	"Texas"	"48"	"2009"	"2009"	133	24801761	0.6
	"Floor of Mouth"	"20040"	"Virginia"	"51"	"2009"	"2009"	53	7925937	0.6
	"Floor of Mouth"	"20040"	"Washington"	"53"	"2009"	"2009"	44	6667426	0.6
	"Floor of Mouth"	"20040"	"West Virginia"	"54"	"2009"	"2009"	20	1847775	0.8
	"Floor of Mouth"	"20040"	"Wisconsin"	"55"	"2009"	"2009"	54	5669264	0.8
	"Gum and Other Mouth"	"20050"	"Alabama"	"01"	"2009"	"2009"	91	4757938	1.7
	"Gum and Other Mouth"	"20050"	"Arizona"	"04"	"2009"	"2009"	91	6343154	1.3
	"Gum and Other Mouth"	"20050"	"Arkansas"	"05"	"2009"	"2009"	62	2896843	1.8
	"Gum and Other Mouth"	"20050"	"California"	"06"	"2009"	"2009"	498	36961229	1.4
	"Gum and Other Mouth"	"20050"	"Colorado"	"08"	"2009"	"2009"	61	4972195	1.3
	"Gum and Other Mouth"	"20050"	"Connecticut"	"09"	"2009"	"2009"	62	3561807	1.5
	"Gum and Other Mouth"	"20050"	"Delaware"	"10"	"2009"	"2009"	22	891730	2.2
	"Gum and Other Mouth"	"20050"	"Florida"	"12"	"2009"	"2009"	387	18652644	1.6
	"Gum and Other Mouth"	"20050"	"Georgia"	"13"	"2009"	"2009"	163	9620846	1.8
	"Gum and Other Mouth"	"20050"	"Hawaii"	"15"	"2009"	"2009"	29	1346717	1.8
	"Gum and Other Mouth"	"20050"	"Idaho"	"16"	"2009"	"2009"	28	1554439	1.8
	"Gum and Other Mouth"	"20050"	"Illinois"	"17"	"2009"	"2009"	238	12796778	1.8
	"Gum and Other Mouth"	"20050"	"Indiana"	"18"	"2009"	"2009"	103	6459325	1.5
	"Gum and Other Mouth"	"20050"	"Iowa"	"19"	"2009"	"2009"	69	3032870	1.9
	"Gum and Other Mouth"	"20050"	"Kansas"	"20"	"2009"	"2009"	51	2832704	1.7
